return_id,order_id,return_date,reason,refund_amount
606,6461.0,2024-05-21,damaged,318.46
607,8912.0,2020-01-01 00:00:00,damaged,273.14
608,7157.0,2026-02-10,defective,1164.1
609,1243.0,2025-09-25,changed_mind,384.84
610,,2025-06-26,wrong_item,33.15
611,4212.0,2024-08-08,damaged,197.16
612,8304.0,2025-09-12,defective,200.24
613,1406.0,2024-05-29,changed_mind,212.46
614,8410.0,2025-11-02,wrong_item,143.19
615,5762.0,2025-03-14,wrong_item,1798.62
616,4628.0,2024-07-12,damaged,646.5
617,6051.0,2020-01-01 00:00:00,changed_mind,5244.45
618,1253.0,2025-12-07,wrong_item,391.86
619,9727.0,2025-05-15,defective,247.18
620,3062.0,2024-08-09,defective,57.88
621,1893.0,2020-01-01 00:00:00,wrong_item,3601.36
622,7328.0,2025-03-27,changed_mind,71.91
623,6875.0,2025-02-01,wrong_item,116.8
624,6371.0,2025-07-21,changed_mind,1197.8
625,5845.0,2024-10-17,changed_mind,205.82
626,4190.0,2025-12-01,changed_mind,255.24
627,7155.0,2025-12-01,wrong_item,395.56
628,6774.0,2026-03-03,changed_mind,62.62
629,,2024-07-14,changed_mind,32.22
630,8047.0,2025-05-20,damaged,81.19
631,4007.0,2024-12-15,defective,19.8
632,1565.0,2025-11-24,wrong_item,1352.74
633,6711.0,2025-04-18,wrong_item,326.15
634,1558.0,2025-05-10,damaged,847.96
635,213.0,2024-05-26,damaged,314.44
636,935.0,2024-05-29,damaged,853.48
637,156.0,2024-09-27,damaged,1200.1
638,,2026-03-14,damaged,34.92
639,1291.0,2025-03-04,defective,744.11
640,,2024-08-29,defective,14.91
641,8558.0,2024-06-27,wrong_item,1177.63
642,4078.0,2025-07-29,wrong_item,330.93
643,2197.0,2024-05-31,wrong_item,1309.85
644,7234.0,2026-03-11,damaged,157.06
645,3310.0,2025-11-04,changed_mind,2633.48
646,1217.0,2024-12-04,defective,561.57
647,9926.0,2024-08-26,damaged,1863.9
648,7419.0,2025-11-17,changed_mind,796.26
649,5941.0,2024-08-27,changed_mind,313.86
650,5865.0,2026-03-19,damaged,5009.84
651,1088.0,2024-09-29,damaged,591.22
652,5378.0,2025-08-29,changed_mind,227.93
653,6994.0,2020-01-01 00:00:00,changed_mind,310.21
654,9027.0,2025-02-03,defective,2610.16
655,4537.0,2025-04-12,wrong_item,1848.8
656,486.0,2025-07-01,defective,624.13
657,8280.0,2025-12-07,damaged,1650.97
658,8827.0,2026-03-29,damaged,1179.56
659,1897.0,2025-12-17,changed_mind,638.11
660,186.0,2025-04-25,defective,86.58
661,1514.0,2024-12-29,damaged,336.4
662,9002.0,2024-11-24,defective,447.89
663,1271.0,2026-02-21,wrong_item,992.39
664,3295.0,2025-02-09,defective,109.79
665,8437.0,2025-01-13,damaged,2740.91
666,9829.0,2024-09-06,defective,24.27
667,7075.0,2025-04-22,changed_mind,395.42
668,6498.0,2024-12-28,damaged,5162.87
669,5286.0,2024-04-01,damaged,282.44
670,9059.0,2025-11-26,damaged,371.93
671,44.0,2025-03-13,wrong_item,37.0
672,9378.0,2025-10-24,damaged,48.65
673,1008.0,2025-06-04,damaged,484.49
674,5391.0,2024-09-19,defective,651.8
675,7466.0,2025-03-26,wrong_item,236.6
676,7489.0,2025-04-23,damaged,454.53
677,6798.0,2025-05-27,changed_mind,851.76
678,7536.0,2024-08-12,wrong_item,477.75
679,3025.0,2026-03-21,changed_mind,376.78
680,4810.0,2024-11-20,changed_mind,1686.56
