item_id,order_id,product_id,quantity,unit_price,line_total
5634,2423,33,5,473.0,2365.0
5635,2423,189,5,206.54,1032.7
5636,2424,41,4,279.86,1119.44
5637,2425,124,2,94.26,188.52
5638,2425,4,1,36.54,36.54
5639,2426,184,2,7.49,14.98
5640,2426,193,3,60.47,181.41
5641,2428,145,2,31.13,62.26
5642,2429,8,3,372.72,1118.16
5643,2429,164,4,52.35,209.4
5644,2429,141,4,1054.27,4217.08
5645,2430,116,1,1428.01,1428.01
5646,2430,23,3,194.14,582.42
5647,2431,78,4,153.29,613.16
5649,2432,125,2,311.61,623.22
5650,2432,73,4,80.7,322.8
5651,2433,152,2,93.65,187.3
5652,2433,59,3,996.41,2989.23
5653,2433,126,2,57.21,114.42
5654,2434,144,5,63.34,316.7
5655,2434,178,3,406.19,1218.57
5656,2435,67,2,28.39,56.78
5657,2436,14,2,170.93,341.86
5658,2436,64,5,1149.09,5745.45
5659,2436,73,2,77.94,155.88
5662,2438,78,4,160.57,642.28
5663,2438,53,4,81.15,324.6
5664,2439,164,4,48.21,192.84
5665,2439,128,5,201.46,1007.3
5666,2439,144,5,63.23,316.15
5667,2439,157,1,182.6,182.6
5668,2440,173,1,260.35,260.35
5669,2440,143,5,249.24,1246.2
5670,2440,135,3,48.76,146.28
5671,2440,31,5,129.07,645.35
5673,2443,112,3,191.6,574.8
5674,2443,154,4,39.05,156.2
5675,2443,192,3,185.9,557.7
5676,2444,103,4,166.65,666.6
5677,2445,71,5,506.64,2533.2
5678,2445,31,3,146.42,439.26
5680,2445,84,4,189.17,756.68
5681,2446,189,1,183.35,183.35
5682,2447,143,5,236.4,1182.0
5683,2448,70,5,170.29,851.45
5685,2448,99,2,297.61,595.22
5687,2449,164,2,53.0,106.0
5688,2450,105,4,142.83,571.32
5690,2452,101,5,132.05,660.25
5691,2452,137,1,967.1,967.1
5692,2452,53,2,77.53,155.06
5693,2453,14,5,178.02,890.1
5694,2454,71,4,500.35,2001.4
5695,2455,191,4,247.62,990.48
5696,2456,18,5,157.82,789.1
5697,2456,42,4,141.92,567.68
5698,2456,98,3,132.38,397.14
5699,2456,31,5,141.32,706.6
5700,2457,107,2,70.41,140.82
5701,2458,115,3,65.17,195.51
5702,2458,6,1,889.36,889.36
5703,2459,19,1,296.86,296.86
5704,2459,53,2,75.67,151.34
5709,2461,81,4,35.92,143.68
5710,2461,136,1,232.0,232.0
5711,2462,26,3,300.8,902.4
5712,2462,87,4,67.87,271.48
5713,2463,93,5,151.22,756.1
5714,2464,74,3,61.41,184.23
5715,2464,10,5,93.61,468.05
5716,2464,195,5,388.34,1941.7
5717,2464,91,2,70.4,140.8
5718,2465,145,5,31.53,157.65
5719,2465,84,5,178.58,892.9
5720,2465,112,5,181.3,906.5
5721,2465,161,1,34.37,34.37
5723,2467,80,2,183.84,367.68
5724,2467,103,3,152.01,456.03
5726,2468,198,3,59.05,177.15
5727,2468,75,5,176.93,884.65
5728,2468,152,3,88.75,266.25
5729,2468,44,3,956.98,2870.94
5730,2469,55,3,116.49,349.47
5732,2470,23,3,191.25,573.75
5733,2470,150,5,15.04,75.2
5734,2470,17,4,149.99,599.96
5736,2471,193,1,61.18,61.18
5737,2471,181,4,34.19,136.76
5738,2471,161,3,32.82,98.46
5739,2471,119,1,143.26,143.26
5740,2472,146,2,18.86,37.72
5741,2472,133,1,142.55,142.55
5742,2472,80,2,202.35,404.7
5743,2473,15,1,405.44,405.44
5744,2473,112,5,189.94,949.7
5745,2474,24,4,87.0,348.0
5746,2475,14,3,169.9,509.7
5747,2475,88,3,305.82,917.46
5748,2475,67,4,26.8,107.2
5749,2476,79,3,458.59,1375.77
5750,2476,187,1,361.56,361.56
5751,2477,87,4,72.54,290.16
5752,2477,26,5,311.69,1558.45
5753,2478,134,2,52.16,104.32
5754,2479,19,3,289.57,868.71
5755,2480,142,1,107.42,107.42
5756,2481,59,3,1071.18,3213.54
5757,2482,46,3,69.07,207.21
5758,2482,92,5,164.0,820.0
5759,2482,41,1,246.76,246.76
5760,2482,84,5,185.34,926.7
5761,2483,27,4,13.01,52.04
5762,2483,175,3,6.33,18.99
5763,2483,127,4,78.66,314.64
5764,2484,184,1,6.61,6.61
5765,2484,144,1,55.92,55.92
5766,2485,9,5,1225.68,6128.4
5767,2485,182,2,61.87,123.74
5768,2486,54,1,410.44,410.44
5769,2486,35,3,357.27,1071.81
5770,2486,177,1,22.79,22.79
5771,2486,161,2,35.97,71.94
5772,2487,39,4,21.45,85.8
5773,2487,171,3,80.88,242.64
5774,2487,85,5,390.78,1953.9
5776,2488,176,5,296.44,1482.2
5777,2489,189,4,179.53,718.12
5778,2489,171,5,78.08,390.4
5779,2489,180,3,431.9,1295.7
5780,2490,117,1,186.03,186.03
5781,2490,182,4,61.65,246.6
5782,2490,164,1,52.14,52.14
5783,2491,156,5,296.21,1481.05
5784,2491,192,2,177.05,354.1
5785,2493,175,5,7.4,37.0
5786,2493,173,1,250.64,250.64
5787,2494,19,2,293.67,587.34
5788,2494,134,5,50.65,253.25
5789,2494,41,5,261.33,1306.65
5790,2495,26,1,316.99,316.99
5791,2495,121,4,64.74,258.96
5792,2495,127,2,76.88,153.76
5793,2496,45,4,135.79,543.16
5794,2496,195,2,398.79,797.58
5795,2496,156,1,265.77,265.77
5796,2496,1,2,86.99,173.98
5797,2497,113,5,304.12,1520.6
5799,2497,129,4,1209.2,4836.8
5800,2497,27,4,13.82,55.28
5801,2498,143,1,231.29,231.29
5802,2498,88,1,313.41,313.41
5803,2499,53,2,78.87,157.74
5804,2499,131,5,669.73,3348.65
5805,2499,152,4,84.51,338.04
5806,2500,112,4,188.89,755.56
5807,2500,84,4,197.81,791.24
5808,2500,160,1,284.44,284.44
5809,2501,58,3,135.68,407.04
5810,2501,41,4,245.91,983.64
5811,2502,195,4,375.5,1502.0
5812,2503,181,3,38.17,114.51
5813,2503,6,2,806.8,1613.6
5815,2503,16,4,136.42,545.68
5816,2504,46,5,66.93,334.65
5817,2505,58,5,133.98,669.9
5818,2505,86,3,227.77,683.31
5819,2505,165,1,67.8,67.8
5820,2505,57,4,107.11,428.44
5821,2506,153,3,355.49,1066.47
5822,2506,73,2,86.88,173.76
5823,2507,157,5,192.44,962.2
5824,2508,67,4,26.7,106.8
5825,2509,130,5,745.97,3729.85
5826,2509,186,5,1256.49,6282.45
5827,2509,166,2,356.74,713.48
5828,2509,79,5,466.24,2331.2
5829,2510,149,2,828.25,1656.5
5830,2510,163,3,23.54,70.62
5831,2512,164,2,49.34,98.68
5833,2512,194,1,6.39,6.39
5834,2513,71,1,474.58,474.58
5835,2513,140,4,87.1,348.4
5836,2513,103,1,173.61,173.61
5837,2513,77,3,527.83,1583.49
5838,2514,171,4,83.16,332.64
5839,2515,61,3,105.64,316.92
5840,2515,45,5,145.13,725.65
5841,2515,106,1,199.22,199.22
5842,2515,6,4,851.44,3405.76
5843,2516,106,2,195.87,391.74
5844,2516,163,5,22.57,112.85
5845,2516,32,2,935.16,1870.32
5846,2517,6,1,833.4,833.4
5847,2517,133,2,136.0,272.0
5849,2517,174,3,47.71,143.13
5850,2518,189,3,178.64,535.92
5851,2518,182,3,62.26,186.78
5852,2518,129,4,1203.24,4812.96
5853,2518,143,4,227.32,909.28
5854,2519,63,1,35.92,35.92
5855,2519,42,2,134.05,268.1
5856,2519,97,2,1284.52,2569.04
5857,2519,68,4,131.9,527.6
5858,2520,132,4,652.15,2608.6
5860,2520,21,5,76.2,381.0
5861,2520,178,3,438.9,1316.7
5865,2522,192,4,189.87,759.48
5866,2522,32,5,919.62,4598.1
5867,2522,33,2,490.99,981.98
5868,2523,5,4,404.54,1618.16
5869,2523,177,3,22.93,68.79
5870,2524,165,1,76.41,76.41
5871,2525,142,1,104.47,104.47
5872,2525,150,4,14.86,59.44
5873,2525,33,3,475.26,1425.78
5874,2525,1,2,84.36,168.72
5875,2526,184,3,7.48,22.44
5876,2526,167,5,1034.23,5171.15
5877,2526,31,1,142.5,142.5
5878,2526,117,2,193.9,387.8
5879,2527,131,3,669.25,2007.75
5880,2527,160,4,301.83,1207.32
5882,2529,44,5,951.19,4755.95
5883,2529,74,2,55.55,111.1
5886,2531,134,3,51.17,153.51
5887,2532,85,2,425.87,851.74
5888,2532,6,2,864.7,1729.4
5889,2533,105,3,154.93,464.79
5890,2533,70,2,149.16,298.32
5891,2533,165,3,70.55,211.65
5892,2534,108,4,95.67,382.68
5893,2534,70,4,163.65,654.6
5894,2534,76,3,16.68,50.04
5895,2534,139,5,1344.37,6721.85
5896,2535,37,4,141.34,565.36
5897,2536,171,5,75.74,378.7
5898,2536,134,1,52.96,52.96
5899,2537,105,5,146.69,733.45
5900,2538,157,3,168.97,506.91
5901,2539,100,1,155.77,155.77
5902,2540,22,5,19.99,99.95
5903,2541,60,3,371.34,1114.02
5904,2541,155,5,127.16,635.8
5906,2542,3,3,1286.58,3859.74
5907,2542,195,3,355.3,1065.9
5908,2542,1,1,98.97,98.97
5909,2544,146,3,18.25,54.75
5910,2545,111,3,30.92,92.76
5911,2545,12,3,12.01,36.03
5912,2546,187,5,391.15,1955.75
5913,2546,4,1,33.51,33.51
5914,2546,189,1,181.36,181.36
5915,2547,194,3,6.19,18.57
5916,2548,44,1,1018.88,1018.88
5917,2548,160,3,271.01,813.03
5919,2550,161,2,31.21,62.42
5920,2551,14,3,164.25,492.75
5921,2551,79,1,461.84,461.84
5922,2552,198,5,53.44,267.2
5923,2552,78,5,145.42,727.1
5924,2552,91,4,66.02,264.08
5925,2553,124,2,94.43,188.86
5926,2553,106,5,219.46,1097.3
5927,2553,36,2,341.43,682.86
5928,2553,31,5,148.31,741.55
5929,2554,91,4,74.33,297.32
5930,2554,26,2,314.46,628.92
5931,2554,32,4,831.49,3325.96
5932,2554,112,5,184.25,921.25
5933,2555,112,3,182.55,547.65
5934,2555,178,5,439.81,2199.05
5935,2555,139,2,1353.83,2707.66
5936,2556,120,5,77.43,387.15
5937,2556,89,1,74.61,74.61
5938,2556,172,4,95.53,382.12
5939,2556,154,2,35.65,71.3
5940,2558,29,4,49.29,197.16
5941,2558,80,4,207.12,828.48
5942,2558,148,2,110.4,220.8
5943,2558,21,4,75.95,303.8
5944,2559,52,1,158.56,158.56
5945,2559,150,5,16.01,80.05
5946,2559,139,4,1243.32,4973.28
5947,2559,171,2,77.73,155.46
5948,2560,6,3,879.99,2639.97
5949,2560,52,5,169.7,848.5
5951,2561,140,2,91.89,183.78
5952,2561,159,1,64.67,64.67
5953,2561,99,5,264.06,1320.3
5954,2561,93,4,131.7,526.8
5955,2562,144,5,59.23,296.15
5956,2562,44,3,1006.95,3020.85
5957,2563,91,2,67.18,134.36
5958,2563,106,4,215.25,861.0
5959,2563,5,5,421.12,2105.6
5960,2564,125,5,334.87,1674.35
5961,2565,98,2,136.83,273.66
5962,2565,66,3,94.64,283.92
5963,2566,98,4,137.32,549.28
5964,2566,127,2,88.43,176.86
5965,2567,70,3,161.75,485.25
5966,2569,109,1,110.64,110.64
5968,2570,119,1,123.5,123.5
5969,2570,158,4,1177.07,4708.28
5970,2570,67,4,27.54,110.16
5973,2573,24,5,87.53,437.65
5974,2573,77,3,496.27,1488.81
5975,2573,183,4,288.88,1155.52
5976,2574,28,1,222.91,222.91
5977,2575,63,1,33.68,33.68
5978,2576,45,1,135.35,135.35
5979,2577,31,4,142.95,571.8
5980,2577,188,3,246.59,739.77
5981,2578,91,5,71.1,355.5
5982,2579,162,2,152.76,305.52
5983,2580,172,5,89.0,445.0
5984,2580,100,2,147.39,294.78
5985,2580,151,1,121.76,121.76
5986,2581,159,2,64.26,128.52
5987,2582,175,5,7.11,35.55
5988,2582,3,4,1261.85,5047.4
5989,2582,138,3,70.98,212.94
5990,2582,52,2,168.85,337.7
5993,2583,140,4,92.65,370.6
5994,2584,157,2,174.67,349.34
5995,2584,112,1,172.48,172.48
5996,2585,18,2,177.71,355.42
5997,2585,124,3,95.11,285.33
5998,2585,153,2,373.83,747.66
5999,2585,151,5,116.76,583.8
6000,2586,53,1,75.34,75.34
6001,2586,125,1,299.34,299.34
6002,2587,145,2,28.17,56.34
6003,2588,174,2,48.48,96.96
6004,2588,159,3,64.61,193.83
6005,2588,44,1,1009.26,1009.26
6007,2589,102,5,37.41,187.05
6008,2589,129,1,1214.52,1214.52
6009,2589,113,4,288.32,1153.28
6010,2590,34,3,70.96,212.88
6011,2590,177,4,22.49,89.96
6012,2590,8,2,368.76,737.52
6014,2591,145,2,29.88,59.76
6015,2592,137,4,907.75,3631.0
6016,2592,185,1,87.61,87.61
6017,2592,126,2,60.65,121.3
6018,2593,200,2,167.41,334.82
6019,2593,92,3,166.45,499.35
6020,2593,55,1,120.5,120.5
6021,2593,18,2,171.68,343.36
6022,2594,35,5,346.91,1734.55
6023,2595,6,3,765.76,2297.28
6024,2596,200,2,171.11,342.22
6025,2596,196,5,84.34,421.7
6026,2596,83,1,335.94,335.94
6027,2596,199,4,91.11,364.44
6028,2597,187,5,383.64,1918.2
6029,2599,95,5,385.04,1925.2
6031,2599,146,4,18.96,75.84
6032,2599,58,5,124.16,620.8
6033,2600,78,5,141.38,706.9
6034,2600,153,4,344.69,1378.76
6035,2600,183,1,308.34,308.34
6036,2601,110,1,364.14,364.14
6037,2601,125,4,331.24,1324.96
6038,2602,124,5,104.77,523.85
6039,2602,121,5,67.93,339.65
6040,2602,187,5,361.1,1805.5
6041,2602,77,3,495.16,1485.48
6042,2603,40,1,222.18,222.18
6043,2603,113,2,329.17,658.34
6044,2603,77,2,526.67,1053.34
6045,2603,20,5,471.44,2357.2
6046,2604,189,5,177.14,885.7
6047,2605,87,4,78.22,312.88
6048,2605,33,4,466.61,1866.44
6049,2605,108,4,91.87,367.48
6050,2605,6,4,897.02,3588.08
6051,2606,126,4,56.25,225.0
6052,2606,183,2,303.67,607.34
6053,2607,97,5,1361.22,6806.1
6054,2607,188,2,254.98,509.96
6055,2607,138,3,68.57,205.71
6057,2608,160,3,298.85,896.55
6058,2608,44,4,1032.33,4129.32
6059,2609,37,3,135.55,406.65
6060,2609,86,1,239.18,239.18
6061,2609,97,3,1219.24,3657.72
6063,2610,176,2,264.28,528.56
6065,2611,53,3,77.42,232.26
6066,2611,89,5,74.49,372.45
6067,2612,72,2,46.45,92.9
6068,2612,43,3,431.72,1295.16
6070,2613,133,2,140.77,281.54
6071,2613,121,5,62.69,313.45
6072,2613,21,1,67.58,67.58
6073,2613,84,1,193.57,193.57
6074,2614,111,3,27.36,82.08
6075,2614,130,1,696.41,696.41
6076,2614,33,5,448.97,2244.85
6077,2615,187,3,406.29,1218.87
6078,2616,33,4,484.64,1938.56
6079,2616,49,3,144.8,434.4
6080,2617,143,1,226.24,226.24
6081,2618,30,5,56.84,284.2
6082,2618,66,4,93.64,374.56
6083,2618,24,4,96.14,384.56
6084,2619,108,3,89.8,269.4
6086,2620,26,1,308.75,308.75
6087,2621,12,4,11.43,45.72
6088,2621,115,4,67.37,269.48
6089,2621,61,1,95.39,95.39
6090,2622,85,4,411.52,1646.08
6091,2622,139,1,1395.98,1395.98
6092,2622,29,3,44.63,133.89
6093,2623,59,5,953.59,4767.95
6094,2623,40,5,198.55,992.75
6095,2624,28,5,199.97,999.85
6096,2624,82,1,1488.32,1488.32
6097,2624,172,2,84.92,169.84
6098,2624,37,2,139.57,279.14
6099,2625,50,2,137.87,275.74
6100,2626,24,5,89.08,445.4
6102,2627,146,5,19.0,95.0
6103,2629,149,2,776.85,1553.7
6104,2629,55,1,116.44,116.44
6105,2630,70,4,147.31,589.24
6106,2631,12,1,11.99,11.99
6107,2632,118,4,56.52,226.08
6108,2632,139,1,1263.0,1263.0
6109,2633,175,5,7.1,35.5
6110,2634,131,1,700.13,700.13
6111,2634,14,2,168.3,336.6
6112,2635,44,5,1107.15,5535.75
6113,2636,192,4,192.87,771.48
6114,2636,150,2,14.76,29.52
6115,2636,86,3,217.17,651.51
6116,2637,164,2,53.21,106.42
6117,2637,24,2,94.05,188.1
6119,2638,83,5,304.66,1523.3
6120,2639,137,3,887.26,2661.78
6121,2639,150,5,14.82,74.1
6122,2639,166,2,332.2,664.4
6123,2639,6,2,811.44,1622.88
6124,2640,58,2,135.92,271.84
6125,2640,63,4,35.09,140.36
6126,2640,178,2,388.0,776.0
6128,2641,143,3,224.09,672.27
6129,2641,71,3,552.87,1658.61
6130,2642,4,1,34.17,34.17
6131,2642,43,2,458.26,916.52
6132,2643,197,1,59.44,59.44
6133,2644,144,5,59.05,295.25
6134,2644,160,4,267.87,1071.48
6135,2644,3,5,1264.24,6321.2
6136,2645,148,3,103.75,311.25
6137,2645,31,2,140.36,280.72
6138,2645,41,1,253.2,253.2
6139,2646,151,2,113.96,227.92
6140,2647,57,5,103.93,519.65
6141,2647,102,2,35.27,70.54
6142,2648,97,1,1207.78,1207.78
6143,2648,154,1,35.6,35.6
6144,2649,164,4,52.51,210.04
6145,2649,121,4,59.45,237.8
6146,2650,52,2,160.78,321.56
6147,2650,194,3,6.05,18.15
6148,2650,83,1,343.18,343.18
6149,2651,181,2,37.09,74.18
6150,2652,193,2,61.85,123.7
6151,2652,183,1,317.8,317.8
6152,2653,82,4,1316.11,5264.44
6153,2653,157,5,175.11,875.55
6154,2653,87,1,75.68,75.68
6155,2653,135,4,50.59,202.36
6156,2654,79,4,457.17,1828.68
6157,2654,140,5,86.6,433.0
6158,2654,10,5,87.6,438.0
6159,2655,38,2,397.59,795.18
6160,2655,184,1,7.27,7.27
6161,2655,17,5,163.89,819.45
6162,2656,84,5,197.6,988.0
6163,2656,19,5,283.3,1416.5
6164,2657,159,2,64.5,129.0
6165,2657,76,1,14.76,14.76
6166,2657,119,3,136.7,410.1
6167,2658,49,2,141.26,282.52
6168,2658,55,1,120.32,120.32
6169,2658,169,5,435.91,2179.55
6170,2659,129,2,1187.88,2375.76
6171,2659,195,4,350.51,1402.04
6172,2659,157,4,184.21,736.84
6173,2659,92,1,182.45,182.45
6174,2660,125,2,316.6,633.2
6176,2661,34,2,69.44,138.88
6177,2661,113,2,314.35,628.7
6178,2661,3,3,1338.1,4014.3
6179,2662,23,1,206.61,206.61
6180,2662,98,2,146.55,293.1
6184,2664,74,4,60.9,243.6
6185,2664,19,3,279.35,838.05
6186,2665,6,4,831.67,3326.68
6187,2666,155,2,119.06,238.12
6188,2666,107,1,63.44,63.44
6189,2667,108,3,96.89,290.67
6190,2667,120,5,74.12,370.6
6191,2667,129,1,1166.65,1166.65
6192,2667,77,3,536.32,1608.96
6193,2668,98,5,130.36,651.8
6194,2668,41,3,267.94,803.82
6195,2669,94,3,147.38,442.14
6196,2669,61,1,110.31,110.31
6197,2669,148,5,102.37,511.85
6198,2670,45,5,145.86,729.3
6199,2670,52,1,150.74,150.74
6200,2671,19,5,270.13,1350.65
6201,2672,188,3,256.79,770.37
6202,2672,98,5,137.41,687.05
6203,2672,88,1,306.27,306.27
6204,2673,50,3,138.79,416.37
6205,2673,144,3,57.17,171.51
6206,2673,199,5,92.18,460.9
6207,2675,42,1,128.58,128.58
6208,2676,195,4,377.63,1510.52
6209,2676,86,4,230.16,920.64
6210,2676,194,2,6.45,12.9
6211,2677,182,5,63.59,317.95
6212,2678,47,2,16.48,32.96
6213,2679,17,2,155.81,311.62
6214,2679,91,3,66.52,199.56
6215,2679,77,1,498.01,498.01
6216,2679,181,4,36.36,145.44
6217,2680,77,4,503.3,2013.2
6218,2680,66,5,96.32,481.6
6219,2680,104,1,735.53,735.53
6221,2681,161,1,33.71,33.71
6222,2681,70,3,165.25,495.75
6223,2682,112,2,196.73,393.46
6224,2682,171,2,77.8,155.6
6225,2682,85,5,432.18,2160.9
6226,2683,191,2,257.54,515.08
6227,2683,198,3,57.99,173.97
6228,2683,36,3,324.13,972.39
6230,2684,88,3,315.21,945.63
6231,2684,143,3,239.08,717.24
6232,2684,7,2,100.06,200.12
6233,2685,172,1,86.07,86.07
6234,2685,95,3,413.56,1240.68
6235,2685,65,3,15.91,47.73
6236,2685,97,3,1260.44,3781.32
6237,2686,190,2,94.93,189.86
6238,2686,187,2,367.67,735.34
6239,2686,47,5,15.22,76.1
6241,2688,110,5,379.35,1896.75
6242,2688,94,1,139.36,139.36
6244,2689,159,3,67.69,203.07
6245,2689,171,1,81.31,81.31
6248,2690,137,5,955.6,4778.0
6249,2690,156,2,297.03,594.06
6250,2691,105,5,143.88,719.4
6251,2691,142,2,103.13,206.26
6252,2691,149,4,809.38,3237.52
6253,2692,52,2,164.8,329.6
6254,2692,85,4,426.4,1705.6
6255,2692,184,2,7.12,14.24
6256,2693,191,4,287.53,1150.12
6258,2694,108,4,92.36,369.44
6259,2695,126,4,54.08,216.32
6260,2695,37,4,140.32,561.28
6261,2695,39,3,19.61,58.83
6262,2695,92,1,169.07,169.07
6263,2696,34,5,66.14,330.7
6264,2696,38,2,400.78,801.56
6265,2697,197,5,58.77,293.85
6266,2697,188,2,260.12,520.24
6267,2697,159,1,62.13,62.13
6268,2697,84,4,188.19,752.76
6269,2698,66,1,96.28,96.28
6270,2698,43,5,444.62,2223.1
6271,2699,168,2,64.74,129.48
6272,2699,123,3,538.86,1616.58
6276,2701,140,5,85.8,429.0
6277,2701,14,3,177.95,533.85
6278,2702,35,3,327.44,982.32
6279,2702,71,1,493.91,493.91
6280,2702,108,3,90.87,272.61
6281,2703,85,3,400.21,1200.63
6282,2703,190,2,105.05,210.1
6283,2704,99,3,257.79,773.37
6284,2705,160,2,289.22,578.44
6285,2706,169,4,408.94,1635.76
6286,2707,166,1,365.81,365.81
6288,2710,148,4,107.33,429.32
6289,2710,32,5,844.97,4224.85
6290,2710,68,5,133.22,666.1
6292,2711,143,5,247.89,1239.45
6293,2711,146,4,20.89,83.56
6294,2711,26,4,293.36,1173.44
6295,2711,104,3,765.66,2296.98
6296,2712,184,5,7.25,36.25
6297,2712,30,1,52.73,52.73
6298,2712,55,2,115.59,231.18
6299,2713,19,2,280.57,561.14
6300,2713,17,5,162.23,811.15
6301,2713,155,2,120.49,240.98
6302,2714,20,5,535.05,2675.25
6303,2714,183,3,334.67,1004.01
6304,2714,82,1,1457.93,1457.93
6305,2714,85,4,402.25,1609.0
6306,2715,69,3,133.9,401.7
6307,2716,199,3,96.4,289.2
6308,2716,33,1,451.28,451.28
6309,2716,190,1,98.76,98.76
6310,2716,174,5,48.2,241.0
6311,2717,108,2,97.67,195.34
6312,2718,123,2,567.38,1134.76
6313,2719,176,3,256.75,770.25
6314,2719,94,2,143.4,286.8
6315,2719,85,4,408.23,1632.92
6316,2720,170,1,228.36,228.36
6317,2720,71,4,519.38,2077.52
6318,2720,54,3,437.25,1311.75
6319,2721,36,4,343.32,1373.28
6320,2722,17,2,149.3,298.6
6321,2723,180,2,416.37,832.74
6322,2723,62,2,18.22,36.44
6323,2723,154,3,37.78,113.34
6324,2723,36,2,337.13,674.26
6325,2724,75,2,160.51,321.02
6326,2724,78,5,146.22,731.1
6327,2724,79,2,481.47,962.94
6328,2725,198,5,54.77,273.85
6329,2725,196,5,78.87,394.35
6330,2726,57,3,118.81,356.43
6331,2726,77,3,518.52,1555.56
6332,2726,132,5,596.1,2980.5
6333,2726,145,2,31.78,63.56
6334,2727,183,3,292.5,877.5
6335,2727,144,5,54.1,270.5
6336,2728,135,2,49.76,99.52
6337,2728,118,5,49.85,249.25
6338,2728,137,5,906.23,4531.15
6339,2728,104,4,764.45,3057.8
6340,2730,39,1,18.98,18.98
6341,2732,123,3,604.28,1812.84
6342,2733,165,4,66.9,267.6
6343,2733,25,4,28.21,112.84
6344,2734,38,5,413.73,2068.65
6345,2734,155,2,134.77,269.54
6346,2735,75,3,155.98,467.94
6348,2735,155,3,129.95,389.85
6349,2736,189,1,180.14,180.14
6350,2737,177,2,21.71,43.42
6351,2737,93,4,146.62,586.48
6352,2737,34,2,73.64,147.28
6353,2738,25,1,26.77,26.77
6354,2739,87,5,78.91,394.55
6355,2739,44,2,948.32,1896.64
6356,2739,105,4,154.54,618.16
6357,2739,67,4,25.15,100.6
6358,2740,123,5,582.6,2913.0
6359,2740,49,2,131.5,263.0
6361,2741,65,4,16.49,65.96
6362,2741,123,1,577.07,577.07
6363,2741,177,1,20.86,20.86
6364,2742,114,2,92.37,184.74
6365,2744,17,1,169.85,169.85
6367,2746,168,3,64.77,194.31
6368,2746,32,4,932.06,3728.24
6369,2747,165,3,70.43,211.29
6370,2747,91,2,67.3,134.6
6371,2747,178,1,389.02,389.02
6372,2747,99,5,289.3,1446.5
6373,2748,113,5,285.83,1429.15
6374,2749,123,2,521.86,1043.72
6375,2749,106,3,202.34,607.02
6376,2749,96,1,67.03,67.03
6377,2749,11,1,290.29,290.29
6378,2750,6,1,780.51,780.51
6379,2751,125,2,343.42,686.84
6380,2751,86,1,235.49,235.49
6381,2751,131,4,745.05,2980.2
6382,2751,89,3,65.7,197.1
6383,2752,68,2,117.22,234.44
6384,2752,143,1,249.4,249.4
6385,2752,97,3,1210.53,3631.59
6387,2755,109,1,122.24,122.24
6388,2756,119,4,137.87,551.48
6389,2756,6,2,789.87,1579.74
6390,2757,140,3,94.35,283.05
6391,2757,111,5,30.05,150.25
6393,2758,3,2,1354.86,2709.72
6394,2758,195,2,341.13,682.26
6395,2758,103,2,153.78,307.56
6396,2758,110,3,371.4,1114.2
6397,2759,183,5,329.13,1645.65
6398,2759,163,2,21.78,43.56
6399,2759,168,5,61.75,308.75
6400,2759,78,3,150.92,452.76
6402,2761,154,2,39.07,78.14
6403,2762,72,1,46.93,46.93
6404,2762,192,5,167.97,839.85
6405,2762,35,2,347.14,694.28
6406,2762,6,4,808.32,3233.28
6407,2763,24,1,82.05,82.05
6408,2764,113,3,286.01,858.03
6409,2764,92,2,173.63,347.26
6410,2764,154,2,38.49,76.98
6411,2766,6,5,801.59,4007.95
6412,2767,88,5,307.39,1536.95
6413,2767,150,1,15.68,15.68
6416,2769,144,3,54.2,162.6
6417,2770,148,5,106.55,532.75
6418,2770,170,1,205.53,205.53
6419,2770,43,5,478.37,2391.85
6420,2770,66,1,98.0,98.0
6421,2771,85,5,394.83,1974.15
6423,2772,102,2,38.23,76.46
6424,2772,132,2,673.96,1347.92
6425,2772,193,5,58.83,294.15
6426,2773,69,1,129.32,129.32
6427,2773,88,1,298.74,298.74
6428,2774,18,1,160.29,160.29
6429,2775,51,4,75.69,302.76
6430,2775,194,5,6.41,32.05
6431,2776,151,5,110.69,553.45
6432,2776,55,3,123.9,371.7
6433,2777,75,4,175.86,703.44
6434,2778,150,5,15.05,75.25
6435,2778,31,1,128.57,128.57
6436,2778,161,3,33.98,101.94
6437,2778,149,1,827.66,827.66
6438,2779,142,2,101.16,202.32
6439,2780,123,3,583.0,1749.0
6440,2780,13,4,54.06,216.24
6441,2780,151,3,124.91,374.73
6442,2781,165,4,72.3,289.2
6443,2781,27,4,12.68,50.72
6444,2781,74,4,53.78,215.12
6445,2781,102,3,38.46,115.38
6446,2782,192,3,191.95,575.85
6447,2782,162,2,152.07,304.14
6448,2782,63,5,33.85,169.25
6449,2782,11,2,290.87,581.74
6451,2785,181,3,37.56,112.68
6452,2786,194,4,6.04,24.16
6453,2786,148,5,102.15,510.75
6454,2786,123,1,588.02,588.02
6455,2787,68,3,126.62,379.86
6456,2788,191,1,282.31,282.31
6457,2788,153,5,377.79,1888.95
6458,2789,186,3,1234.03,3702.09
6459,2789,175,5,7.37,36.85
6460,2789,30,3,57.31,171.93
6461,2790,150,2,16.77,33.54
6462,2791,33,3,488.98,1466.94
6463,2791,197,2,55.28,110.56
6464,2792,181,3,36.93,110.79
6465,2792,31,5,146.3,731.5
6466,2794,155,3,120.91,362.73
6467,2794,171,1,75.07,75.07
6468,2794,173,2,224.05,448.1
6469,2794,102,2,37.09,74.18
6470,2795,103,5,155.62,778.1
